dists,speed
8236,40.7744224
8238,40.656002
8240.000977,40.656002
8243,40.656002
8245,40.7917455
8248,40.0094997
8251,39.2023155
8253,38.6683377
8256.000977,37.8684799
8258,37.3412739
8261.000977,36.5503798
8264,35.7519177
8266.000977,35.2172848
8269,34.4023386
8272,33.5748311
8274,33.0281157
8277,32.2118436
8279,31.6798217
8282.000977,30.8782319
8285,30.0892716
8287.000977,29.5992208
8290,28.9094077
8292.000977,28.4888009
8295,27.8962477
8297,27.5684233
8299.000977,27.3303164
8302,27.0491877
8304,26.8670836
8306.000977,26.828249
8308.000977,26.828249
8311,26.828249
8313.000977,27.1026001
8316,27.4434624
8318.000977,27.7658615
8320.000977,28.2091713
8323,28.6796093
8325.000977,29.0605526
8328,29.2830143
8330,29.5168669
8333,29.166748
8335,28.8845635
8338,28.3771641
8340,28.0197035
8342,27.6359587
8345,27.0013702
8347,26.5715604
8349,26.1419085
8352,25.4477501
8354,24.9714908
8356,24.4994995
8358.000977,24.0482159
8360.000977,23.6282036
8363,22.9614801
8365.000977,22.5259344
8367.000977,22.1229323
8369,21.7665814
8371,21.4496604
8373,21.1305739
8375,20.8440252
8377,20.6066018
8379.000977,20.4237117
8381.000977,20.3560816
8383,20.2406642
8385,20.1099091
8386.000977,20.1099091
8388,20.1099091
8390,20.1223621
8392,20.1364365
8393.000977,20.1364365
8395,20.0192217
8396,19.9288854
8398.000977,19.7104609
8400.000977,19.466457
8401,19.3607143
8403,19.1605025
8405.000977,19.0116988
8406,18.967701
8408,18.967701
8409,18.9908047
8411,19.054184
8413,19.3697643
8414.000977,19.8859196
8416,20.5437431
8418,21.1117878
8420,22.0321121
8422,23.287138
8423,24.7388363
8425,26.1858044
8427,27.8729267
8429,30.0861568
8431.000977,32.7130432
8433.000977,35.4429092
8436,37.9028435
8438.000977,41.2876205
8440.000977,45.6306953
8442,50.8154411
8445.000977,56.1851273
8447.000977,57.4328904
8449,57.1350963
8452.000977,56.5998415
8454,56.2132205
8457.000977,55.6189048
8459.000977,55.2182764
8462,54.6097992
8465,54.0241178
8467,53.6225752
8470,53.011372
8473.000977,52.3568852
8476.000977,51.6928254
8478.000977,51.2491263
8481,50.5850083
8484,49.919184
8487,49.2472305
8490.000977,48.5710716
8493,47.8855595
8497.000977,46.9488672
8500,46.2246739
8503,45.4782364
8506.000977,44.7121955
8509.000977,43.9307373
8513,42.9320784
8516.000977,42.161101
8519,41.3701389
8522,40.5577085
8526,39.4514602
8529,38.6353681
8532.000977,37.8482576
8535,37.0953632
8538,36.3727537
8541,35.7068809
8544.000977,35.1193983
8546,34.7941828
8549.000977,34.3669167
8552,34.0443339
8555,33.8724929
8558.000977,33.8721046
8561,33.8721046
8563.000977,34.3715706
8566,34.6575775
8569,35.4354935
8572.000977,36.7008896
8575.000977,38.3090363
8578,40.0005875
8581,42.0023575
8584.000977,44.7666359
8587,48.1631699
8590,50.4526902
8593,50.0549177
8596.000977,49.5293434
8600,48.7096854
8603.000977,48.0381402
8606,47.3531533
8609,46.6992763
8613,45.800605
8616,45.1042174
8619,44.3904682
8622.000977,43.6787872
8625,42.9946345
8628,42.3351154
8631.000977,41.7212675
8635,40.971472
8638,40.465245
8641.000977,40.0013953
8644,39.5997227
8647,39.2737526
8650.000977,39.0291779
8653,38.8514104
8656,38.6894207
8659,38.6891823
8662.000977,38.6891823
8665,38.7814369
8668,39.2360687
8671,39.9144363
8674.000977,40.4732246
8677,41.4892349
8680,43.029026
8683.000977,44.5565661
8686,44.1602887
8689,43.6280729
8692,42.9841805
8695.000977,42.30128
8699,41.3524553
8702.000977,41.0368332
8705,40.6847298
8708,40.0356621
8711,39.3566238
8714.000977,38.7550877
8717,38.2301308
8720,37.811127
8724,37.4350545
8727,37.4346657
8730.000977,37.4346657
8733.000977,38.0115433
8736,38.1528778
8739,39.1370468
8742.000977,41.0262222
8745,43.6138992
8748,46.3481827
8752,50.2317886
8755,55.8609467
8758,62.7811165
8762,69.3263092
8765,73.7707825
8768.000977,80.421118
8772,80.0871182
8775.000977,79.7832729
8779,79.346779
8782.000977,79.0088545
8786,78.5411496
8790,78.0629992
8793,77.7003156
8797,77.2134568
8801.000977,76.7224278
8805,76.2274831
8808.000977,75.8526478
8812,75.3462963
8816,74.8275753
8820.000977,74.2934914
8824,73.7470914
8828,73.1842611
8832.000977,72.6031549
8836,72.0049347
8840,71.3916891
8844,70.7640142
8848.000977,70.1225397
8852,69.4701471
8856,68.8100369
8860.000977,68.1435251
8865.000977,67.2999811
8869,66.6195037
8873,65.9354303
8877,65.2474834
8882,64.3782855
8886.000977,63.6759991
8890,62.966547
8895,62.0645348
8899,61.3286816
8903,60.5779675
8908,59.6201706
8912.000977,58.8366574
8916,58.0367496
8921,57.0139678
8925,56.1788267
8929,55.3273083
8934,54.2403317
8938.000977,53.3528377
8942,52.4498668
8946,51.5302811
8950.000977,50.5931712
8954,49.6383395
8958,48.6641399
8962,47.6698409
8966.000977,46.6544201
8970,45.619539
8973.000977,44.8294312
8977,43.7535944
8980.000977,42.9244752
8984,41.7932452
8987,40.9239883
8990.000977,40.0355204
8993,39.1287453
8996,38.2127282
8999.000977,37.2724178
9002,36.3060158
9005,35.3115456
9008,34.2952443
9011.000977,33.252054
9013,32.5490949
9016.000977,31.5499563
9019,30.6027581
9021,30.0183799
9024,29.1958241
9026,28.6821092
9028,28.2278478
9031,27.641876
9033,27.3490941
9036,26.993622
9038,26.7669561
9040,26.633751
9042.000977,26.6335449
9044.000977,26.6335449
9047,26.7737389
9049.000977,26.9412174
9051.000977,27.0467949
9053,27.2832813
9055,27.5947628
9058.000977,28.1887722
9060,29.0913773
9062,29.5586033
9064,30.3046684
9067,31.3804646
9069,32.728508
9072.000977,34.2036209
9074,35.7582512
9077.000977,37.979229
9079,40.7812462
9082.000977,43.8489914
9084.000977,46.7214279
9087,50.65448
9090,55.8342018
9093,62.1340599
9096.000977,68.6384811
9098.000977,69.078838
9101.000977,68.6960132
9104,68.2452946
9107,67.7570537
9110.000977,67.2486972
9114,66.5562648
9117.000977,66.0306391
9120,65.5005681
9123,64.9661776
9126,64.4267652
9130,63.697411
9133,63.1443406
9136.000977,62.5885645
9140,61.843039
9143.000977,61.2786221
9146,60.7085651
9150.000977,59.9388906
9154,59.1581987
9157.000977,58.5624859
9161,57.7540156
9164.000977,57.1368505
9168,56.3003823
9172,55.4505053
9175,54.8220863
9179,53.970751
9183.000977,53.0862583
9186,52.4130029
9190.000977,51.5009277
9194,50.5753401
9197.000977,49.8712504
9201,48.9182674
9205,47.9476468
9208,47.207822
9212,46.2038405
9215,45.4374294
9218,44.6595987
9222,43.6016356
9225,42.7945568
9228.000977,41.9791836
9232,40.8801082
9235.000977,40.0460757
9238,39.2048025
9241,38.3568412
9244,37.4986201
9247.000977,36.6202581
9250,35.7116358
9253,34.7761386
9256.000977,33.8044574
9259.000977,32.7900956
9261.000977,32.0867242
9264,30.987254
9266.000977,30.224294
9268.000977,29.437511
9271,28.2121945
9273.000977,27.3622586
9275.000977,26.4805375
9277,25.5648973
9279,24.6138251
9281,23.6295313
9283,22.6110353
9285,21.5556607
9287.000977,20.4530616
9288,19.8910895
9290,18.7436716
9291,18.1702155
9293,17.0061789
9294.000977,16.4238314
9296,15.2510987
9297,14.7125102
9298,14.2643762
9300,13.3048932
9301.000977,12.8763129
9302,12.5402089
9303,12.2948777
9304,12.2946358
9305,12.253623
9306.000977,12.253623
9308.000977,12.253623
9309,12.5131578
9310,12.900651
9311,13.3088655
9312,13.7570047
9313.000977,14.2810888
9314,14.7517281
9315.000977,15.0622978
9317,15.2019863
9318.000977,15.3842831
9319,15.4350319
9320.000977,15.4350319
9322.000977,15.2684746
9323,15.2684746
9325.000977,15.1353035
9326,15.0262697
9327.000977,14.9776052
9329,14.8877793
9330,14.7819573
9331,14.7817812
9333,14.7817812
9334.000977,14.8312635
9335,15.0092096
9337,15.2813864
9338,15.4925613
9339.000977,15.87749
9341.000977,16.4427471
9342,17.1451759
9343,17.9105644
9345,18.6393757
9346.000977,19.6865864
9347,21.0210247
9349,22.4992237
9350,23.9551029
9352,25.5266418
9353.000977,27.6026173
9355.000977,30.1327534
9357,32.9082451
9358.000977,35.5085335
9360.000977,38.8128548
9362,40.847702
9364,40.847702
9366,40.847702
9368,44.7697525
9371,48.1291523
9373,47.7695211
9375,47.4342022
9378,46.9819417
9380,46.7100183
9383,46.3437553
9385,46.1312866
9388,45.8468856
9391.000977,45.58673
9394,45.343759
9397,45.1150755
9400.000977,44.9125854
9403,44.7498449
9406,44.6295235
9409,44.5247803
9412.000977,44.5247803
9416,44.5247803
9419.000977,44.6717873
9422,45.0712318
9426.000977,45.6054688
9429,46.0110664
9432,46.6832085
9436,47.5656967
9439,48.48592
9443.000977,49.2288704
9447.000977,50.0815544
9450.000977,50.7140929
9454,50.5113308
9457.000977,50.3382343
9461,50.1374052
9465,49.939673
9468,49.8369645
9472,49.8368645
9476.000977,49.8368645
9479,50.2238083
9483.000977,50.3431206
9487,50.9165306
9491,51.9877853
9494,53.4297638
9498,54.9863853
9502,56.6628609
9506.000977,58.9663734
9510,61.236987
9514,60.8918983
9518.000977,60.4499783
9522,59.9257757
9526,59.3352071
9530.000977,58.6908268
9534,58.002927
9538,57.2787869
9542.000977,56.5207811
9546,55.7299545
9551.000977,54.7001357
9555,53.8498905
9559,52.9797973
9563.000977,52.0876868
9567,51.1789368
9571,50.2583107
9575.000977,49.3330962
9579,48.408933
9583,47.4805074
9587,46.560664
9591.000977,45.6629537
9594,45.0188479
9598.000977,44.1961882
9602,43.4096034
9605.000977,42.8716333
9609,42.2355405
9612,41.824949
9616,41.3258163
9619,41.0286523
9623,40.7432693
9626,40.6310787
9630,40.5780449
9633,40.5780449
9636.000977,40.5848846
9640,40.5848846
9643.000977,40.7717018
9646,40.9873085
9650.000977,41.1888237
9653,41.4445648
9656,41.7917595
9660,42.2920265
9663,43.0249672
9666,44.010704
9670,44.8921928
9673,46.4077606
9676.000977,47.5905747
9680,47.0271241
9683.000977,46.5036136
9686,45.8982521
9689,45.2738903
9692,44.7681202
9695.000977,44.2387707
9698,43.5407849
9702.000977,42.5762955
9705,41.8485692
9708,41.1430225
9711,40.4568756
9714.000977,39.7767356
9717,39.1077175
9720,38.4436651
9723.000977,37.7734372
9726.000977,37.0833822
9729,36.3614163
9732,35.6094726
9735.000977,34.8197074
9737,34.2724174
9740.000977,33.4092618
9743,32.5027677
9746,31.5474683
9748,30.8901079
9751,29.8765672
9753,29.1976526
9756.000977,28.1724541
9758,27.4873456
9760,26.8240428
9763,25.8594954
9765,25.2527408
9767,24.6711241
9769,24.1314018
9771,23.6517681
9773.000977,23.2404183
9775.000977,22.8861739
9777,22.5498436
9779,22.2651913
9781,22.0400844
9782.000977,21.9998602
9784,21.9504486
9786,21.9502697
9788,21.9617062
9790,22.0462685
9791,22.2541924
9793,22.5440521
9795,22.8642635
9797,23.1218624
9799.000977,23.4828892
9801.000977,23.8872089
9803,24.2487354
9805,24.5280533
9808.000977,24.828846
9810,25.1379681
9812,25.4614277
9814,25.8209515
9816,26.2256756
9819,26.5359936
9821,27.0324898
9824,27.7321911
9826,28.5725594
9828,29.4522839
9831,30.3364162
9834.000977,31.5367203
9836,32.9854584
9839.000977,34.5227966
9842,35.9746666
9845,37.5722198
9847,39.5646324
9850,41.8365822
9853.000977,44.0943489
9856,46.0139961
9859,48.4379845
9863,51.168663
9866,53.7773819
9869,55.7699471
9872.000977,57.0019836
9875,58.521431
9879.000977,59.691925
9882,60.4805527
9885,60.9470482
9889,61.1379168
9892,61.035572
9895,60.8971131
9899,60.669532
9902,60.4732243
9906,60.1715386
9909,59.9234448
9913,59.5499938
9917.000977,59.1231035
9920,58.7612077
9924.000977,58.2180687
9928,57.6278654
9931.000977,57.1455994
9935,56.4463863
9939,55.6966952
9943.000977,54.9085789
9947.000977,54.0842573
9951,53.2437605
9954,52.7112204
9958,51.9804415
9962,51.1377454
9966.000977,50.2744662
9970,49.4205319
9973.000977,48.8093238
9977,48.0439499
9981,47.3226192
9984,46.8248526
9988,46.2332782
9991,45.8553976
9995,45.4185403
9998,45.1244352
10002,44.8071695
10005,44.6390589
10009.00098,44.4965055
10012,44.4482574
10016.00098,44.4482574
10019,44.4482574
10023.00098,44.4593544
10026,44.6350899
10030.00098,44.8991318
10033,45.2045364
10037.00098,45.4410286
10040,45.7870979
10044.00098,46.1970787
10047,46.5825577
10051.00098,46.8726349
10054,47.228405
10058.00098,47.5762749
10062,47.8750305
10065.00098,48.1468658
10069,48.4450111
10073,48.6805649
10076,49.0810013
10080,49.7394562
10084.00098,50.6738358
10088,51.8100128
10091.00098,52.8668633
10095,54.5247345
10099,56.7472687
10103.00098,59.2408218
10107,61.574707
10111,64.4141006
10115.00098,64.2322331
10119,63.7799177
10123,63.2587492
10127,62.6989597
10131.00098,62.0970341
10135,61.4657298
10139,60.8203782
10143.00098,60.1612675
10147,59.4979053
10152,58.6561934
10156,57.9806947
10160,57.3087937
10164.00098,56.6426477
10168,55.9822658
10172,55.3250465
10176.00098,54.6772003
10180,54.0442668
10184,53.4277618
10187,52.9806313
10191,52.3999169
10195.00098,51.8458373
10199,51.3294789
10203,50.8544893
10207.00098,50.4153406
10210,50.1233814
10214.00098,49.7934081
10218,49.529648
10222,49.3181905
10226.00098,49.1208251
10230.00098,48.983156
10234,48.9141671
10237,48.9137955
10241,48.9137955
10245,48.9893456
10249.00098,49.0712242
10252,49.2403488
10256.00098,49.5037613
10260,49.8834496
10263,50.3932571
10267,50.8228073
10271,51.5743828
10275.00098,52.7303276
10279,54.2461967
10283,55.9337883
10286,57.6491508
10290,59.7221123
10294.00098,59.3556783
10298,58.8873823
10302,58.3783355
10306.00098,57.8174133
10310,57.2382781
10314,56.6830887
10318.00098,56.1789895
10322.00098,55.7306788
10326,55.3447269
10330,55.0493459
10334.00098,54.8565179
10337,54.7738875
10341.00098,54.6343309
10345,54.6342468
10349,54.6342468
10353.00098,54.716685
10357,54.4251734
10360.00098,54.1433236
10364,53.6799675
10368,53.1376979
10372.00098,52.5342725
10375,52.0521327
10379.00098,51.3739118
10383,50.6613568
10386.00098,50.1054339
10390,49.3312354
10393.00098,48.7277164
10397,47.8932055
10400.00098,47.2445205
10404,46.3543122
10407.00098,45.6719139
10410,44.9879453
10414.00098,44.072741
10417.00098,43.3839233
10420,42.7028003
10423,42.0317599
10426.00098,41.3649271
10429,40.6906593
10432,40.014412
10435,39.3286435
10437,38.8604405
10440.00098,38.1284036
10443.00098,37.3551483
10446,36.5422273
10448,35.9748323
10451,35.078811
10453,34.4558864
10456,33.4820954
10459.00098,32.460825
10461,31.7546175
10464.00098,30.6529443
10466.00098,29.8926402
10468,29.1114318
10471.00098,27.891565
10473.00098,27.0486948
10475,26.1839285
10477,25.2984235
10479,24.3928098
10481,23.4613888
10483.00098,22.5092904
10485.00098,21.5425103
10487,20.5600466
10488,20.0725628
10490.00098,19.080493
10491,18.6004476
10493,17.6495633
10494,17.2072109
10496,16.3027657
10497.00098,15.8841494
10499.00098,15.0441466
10500,14.6928364
10501,14.4407061
10503,13.7704802
10504.00098,13.4799801
10505,13.2522974
10506.00098,13.0643928
10508,13.0639
10509.00098,12.9523976
10510,12.8864409
10511.00098,12.7116966
10512,12.7116966
10514,12.3878666
10515,12.207857
10516.00098,11.9840705
10517,11.7356968
10518.00098,11.7356968
10519,11.7356968
10520,11.7373533
10522,11.7465801
10523.00098,11.893137
10524,12.2535973
10525.00098,12.8031502
10526,13.4662561
10527,14.1414824
10528,15.1773453
10530.00098,16.495594
10531,17.8564739
10532.00098,19.037632
10534,20.397089
10535,21.9250069
10537.00098,23.5790691
10538,25.321022
10540,27.094162
10542.00098,28.9635203
10543,28.7313472
10545,28.1704983
10547,27.568797
10549.00098,27.5685158
10551.00098,27.5685158
10553,31.718823
10555,31.2015499
10557,30.7480489
10559,30.3643601
10562,29.8913771
10564,29.6933956
10566,29.6933956
10568.00098,29.6933956
10570.00098,30.189621
10573,30.3829193
10575.00098,31.1294842
10577.00098,32.4161301
10580,34.0676689
10582.00098,35.7578278
10585,37.7777901
10587,40.3950272
10590,43.0810966
10592,45.0111084
10595,45.8347168
10598.00098,46.752155
10600,46.6208678
10603.00098,46.3977231
10606,46.2020004
10609,46.0270865
10612,45.9009972
10614,45.9009972
10617.00098,45.9009972
10620,46.0668831
10623,46.4173164
10626,46.7032013
10629.00098,47.1770363
10632,47.7059708
10635,48.1616058
10638,48.4720345
10641.00098,48.8314972
10644,48.8344223
10647,48.6875489
10651,48.4490016
10654,48.2651326
10657.00098,48.0685633
10660,47.8681151
10663,47.6620511
10666,47.4317689
10670,47.0639571
10673,46.758248
10676.00098,46.4062827
10679,45.9953812
10683.00098,45.3533588
10686,44.8125957
10689,44.2207067
10692,43.5739803
10696,42.6344439
10699,41.8835779
10702.00098,41.0983821
10705,40.2758676
10708,39.4192999
10710,38.8325284
10713,37.9315887
10716.00098,37.009439
10719,36.0925582
10721.00098,35.4906152
10724,34.6010459
10727,33.7181222
10729,33.1392461
10732,32.2763603
10735.00098,31.4303774
10737,30.9021746
10740.00098,30.160601
10742.00098,29.7095528
10744,29.3171775
10747.00098,28.8225902
10749.00098,28.5811323
10751,28.4140004
10754.00098,28.1492502
10756.00098,27.9723487
10758,27.8403369
10760,27.7043327
10763,27.5520222
10765,27.5517559
10767,27.5517559
10770,27.6965733
10772,27.9433823
10774,28.2906704
10777,28.7290897
10779,29.0931339
10781,29.7101574
10784,30.6260567
10786,31.8107052
10789.00098,33.1578636
10791,34.4670639
10794.00098,36.4170303
10797,39.0038261
10799.00098,41.9512253
10802,44.7683601
10805,48.6746674
10808.00098,53.8580246
10811,59.8969345
10814,65.6328964
10817,70.0082016
10820.00098,76.798912
10823,84.3075714
10826,92.217392
10829,97.460656
10833,97.1907862
10836,96.9326393
10839.00098,96.6722463
10843,96.3884258
10846.00098,96.1729278
10849,95.864243
10853.00098,95.3912174
10856,95.0337576
10860.00098,94.5542013
10863,94.1928207
10867.00098,93.705752
10871,93.214861
10874.00098,92.841997
10878,92.3383904
10882,91.828286
10885,91.4420787
10889,90.9221418
10893.00098,90.3971129
10897,89.8679112
10901,89.3353362
10905.00098,88.7993607
10908,88.3985925
10912.00098,87.8609072
10916,87.3157406
10920,86.7666447
10924.00098,86.2138559
10928,85.6581129
10932,85.0992119
10936,84.5374713
10940.00098,83.973017
10944,83.4066402
10949,82.6944317
10953,82.1226469
10957.00098,81.550745
10961,80.9802204
10965,80.4107498
10970,79.6985022
10974,79.1299795
10978.00098,78.5633458
10982,77.9978539
10987,77.2883108
10991,76.7194873
10995,76.1492151
11000,75.4315353
11004.00098,74.852324
11008,74.2679656
11013,73.5290691
11017,72.931341
11022,72.174912
11026,71.5625738
11031,70.7869742
11035,70.1587172
11040,69.362278
11044.00098,68.7156765
11049.00098,67.893926
11053,67.2253414
11058.00098,66.3749868
11063.00098,65.5077904
11067,64.8009087
11072.00098,63.899506
11076,63.165398
11081,62.2303209
11086,61.2761098
11090,60.4988042
11095,59.5100473
11099,58.7058676
11104,57.6829188
11108.00098,56.8502058
11113,55.7917801
11117.00098,54.9298061
11121,54.0542751
11125,53.1639491
11129.00098,52.257889
11133,51.3357539
11137,50.3957813
11141.00098,49.4369939
11145,48.4594803
11148.00098,47.7127165
11152,46.7085943
11155.00098,45.9400463
11159,44.8887271
11162.00098,44.0830343
11165,43.2648295
11169.00098,42.1554307
11172,41.3140414
11175,40.4693125
11178,39.6179741
11181.00098,38.7718016
11184,37.9477456
11187,37.1585229
11190.00098,36.4079447
11193.00098,35.6977031
11196,35.0563476
11198,34.6988519
11201,34.2508412
11204,33.8416012
11206,33.6537323
11209.00098,33.6537323
11211,33.6537323
11214.00098,33.6801109
11217,34.098175
11219,34.4406319
11222,35.0441475
11225,35.7384605
11227,36.296299
11230.00098,36.5744142
11233.00098,36.3021806
11235.00098,36.0755876
11238,35.6809921
11241,35.2590481
11243,34.9761997
11246,34.5274701
11249.00098,34.062995
11251,33.7587996
11254.00098,33.2859181
11257,32.7828001
11259.00098,32.4422576
11262,31.9005995
11264,31.5267042
11266.00098,31.1312767
11269,30.4663659
11271,29.992116
11273.00098,29.4817506
11275.00098,28.9272247
11278,27.9963769
11280.00098,27.3198446
11282.00098,26.5913133
11284,25.8056859
11286,24.9592064
11288,24.0526013
11289.00098,23.5772976
11291,22.575839
11293,21.5200927
11294.00098,20.9776508
11296,19.9281628
11297,19.3745481
11299.00098,18.1877305
11300,17.5750948
11301.00098,16.9721892
11303,15.7444759
11304,15.1294406
11305,14.5240202
11306.00098,13.9473538
11307,13.4233258
11308.00098,12.9670846
11309,12.5813581
11311,11.5780339
11312,11.0734232
11312,11.0734232
11313.00098,10.9087391
11314,10.6843105
11315.00098,10.4004431
11316,10.4004431
11317,10.1905479
11318.00098,10.1900187
11319,10.0679159
11320.00098,10.0679159
11320.00098,10.0679159
11321,10.087471
11322.00098,10.2409973
11323,10.5000792
11324,10.6513777
11325.00098,10.9749947
11326,11.4915581
11327.00098,12.1805172
11329,12.9904337
11330,13.7398071
11331,14.8844814
11332.00098,16.4028378
11333,18.1049557
11335,19.7005787
11336,21.7014503
11337,24.105423
11339.00098,26.5902977
11341.00098,28.7494316
11342,30.3955727
11344,32.3119507
11346.00098,34.2864418
11348.00098,36.2632141
11349,38.1577721
11351.00098,39.9018059
11354,41.7136345
11356,43.9739571
11358.00098,46.5636177
11360.00098,49.1990738
11362,51.5507202
11365.00098,51.3606234
11367.00098,51.0787254
11370,50.5813895
11372.00098,50.2239645
11375,49.6681085
11377,49.2838058
11380,48.6935479
11383,48.1026696
11386.00098,47.5179423
11388,47.1365082
11391.00098,46.5677598
11394,46.0081662
11397,45.4586393
11400.00098,44.9152466
11403,44.3716603
11406,43.8261627
11409,43.2783359
11412.00098,42.726156
11416,41.9706762
11419.00098,41.3927272
11422,40.8031132
11425,40.2047922
11428,39.6015291
11431.00098,38.9940017
11434,38.3797664
11437,37.7560004
11440.00098,37.125706
11443.00098,36.4866976
11446,35.8280072
11449,35.1335398
11451,34.6590363
11454,33.9015032
11457.00098,33.0870009
11459.00098,32.5038903
11462,31.5553774
11464.00098,30.8814608
11467,29.7970331
11469,29.0340923
11472,27.8371382
11474,27.1259981
11476.00098,26.3756241
11478.00098,25.5487973
11481,24.2247476
11483.00098,23.3320499
11485.00098,22.4434486
11487,21.5514724
11489,20.673127
11491,19.817856
11492.00098,19.4242666
11494,18.6401672
11496,17.856902
11497.00098,17.5139399
11499.00098,16.8629893
11501,16.1863476
11502,15.8662338
11503,15.5975606
11505,15.023603
11506.00098,14.8143172
11508,14.3091429
11509.00098,14.0730883
11510,13.9262263
11512,13.4612393
11513,13.2645273
11514,13.081049
11515,13.081049
11517,12.8641544
11518.00098,12.7248526
11519,12.7244463
11520,12.7244463
11521,12.7917452
11522,12.8317747
11524,12.9709406
11525.00098,13.2352486
11526,13.6159439
11527,14.0744381
11528,14.4856319
11530.00098,15.1155262
11531,15.9568558
11532.00098,16.9219322
11533,17.8830147
11535,18.9286213
11536,20.2729511
11538,21.7844467
11539.00098,23.217289
11541,24.3853798
11542.00098,25.6915207
11544.00098,27.0776024
11546,28.4097672
11548,29.5529671
11549.00098,30.4425964
11551.00098,31.3392086
11553,32.2249222
11555,32.9679298
11557,33.4753494
11560,33.7919464
11562,34.1504135
11564,34.5094109
11566,34.9539146
11568.00098,35.5483093
11571,36.2986755
11573,36.8507042
11575.00098,37.8003349
11578,39.1895027
11580,40.9249878
11583,42.7973976
11585,44.8458824
11588,47.7400818
11590,51.2866096
11593,54.8636322
11596.00098,57.7444038
11598.00098,59.9344179
11601.00098,59.5919876
11604,59.1833736
11607,58.7440499
11610.00098,58.2927191
11613,57.8292569
11616,57.3559509
11619,56.8869936
11622.00098,56.4279309
11625,55.9798172
11628,55.5391186
11631.00098,55.1104739
11634.00098,54.6934497
11638,54.1389916
11641.00098,53.7181953
11644,53.2960084
11647,52.8660335
11651,52.268285
11654,51.8013096
11657.00098,51.3156921
11661,50.6389202
11664.00098,50.1120554
11668,49.3843238
11671,48.8237266
11675,48.0568959
11678,47.4677431
11682,46.6636949
11685,46.0526872
11688.00098,45.4353478
11692,44.5947227
11695.00098,43.9534018
11698,43.303422
11702.00098,42.4124877
11705,41.7253919
11708,41.0147319
11711,40.2814193
11714.00098,39.5216807
11717,38.7303207
11720,37.9030566
11723.00098,37.0388193
11726.00098,36.136918
11729,35.1947661
11731,34.5432261
11734,33.5294853
11737,32.4751409
11739,31.7473365
11741,30.9980815
11744,29.8333447
11746,29.0295029
11748,28.2014258
11750,27.3471124
11752,26.4643543
11754.00098,25.5493778
11756.00098,24.5994528
11758,23.6100825
11760,22.5758638
11761.00098,22.0412707
11763,20.9877256
11764,20.4453263
11766.00098,19.297559
11767,18.7028052
11769,17.4779019
11770,16.8671823
11771,16.283116
11773.00098,15.085248
11774,14.4889405
11775.00098,13.9265645
11776,13.4189928
11777,12.965725
11778,12.5337946
11779,12.147626
11780.00098,11.8295281
11781,11.5635992
11782.00098,11.5632963
11783,11.3993262
11784,11.3988695
11785,11.3988695
11786,11.4285097
11787.00098,11.4832544
11788,11.5080872
11789.00098,11.5439663
11790,11.5393066
11791,11.5393066
11792.00098,11.5393066
11793,11.6198406
11794.00098,11.6632376
11795,11.8221312
11796,12.1369457
11798,12.6044683
11799.00098,13.1913662
11800,13.647995
11801.00098,14.4115744
11802,15.5013075
11804,16.8334103
11805,18.2343369
11807,19.8889389
11808.00098,22.1717644
11810,24.9890747
11811,27.9843407
11813.00098,30.6129379
11815.00098,34.6554871
11817,34.8371387
11819,34.3801506
11821,34.3799438
11823,34.3799438
11825.00098,40.6846866
11827.00098,40.2500027
11829,39.8025452
11832.00098,39.1753591
11834.00098,38.7872725
11837,38.2412204
11839.00098,37.9105644
11842,37.4455791
11844,37.1518884
11847,36.7037847
11849,36.4075794
11852,35.9483128
11855.00098,35.4704459
11858.00098,34.9728977
11860.00098,34.639783
11863,34.1127079
11866,33.5676281
11869,33.0169757
11872.00098,32.4699088
11875,31.9304999
11878,31.3856562
11881.00098,30.8592219
11884.00098,30.3730496
11887,29.9319824
11889,29.6758596
11892,29.349173
11895,29.1051518
11897,29.1049538
11900.00098,29.1049538
11903,29.3759079
11905.00098,29.4952183
11908,29.9795742
11910,30.8710499
11913,32.0765038
11916,33.3944931
11918,34.8654671
11921,36.9388809
11924.00098,39.5063705
11927,42.2319565
11930,44.714283
11933.00098,48.032135
11936,52.2304573
11939,57.1466751
11942,62.2210159
11945.00098,66.712738
11948,72.1763498
11951,71.854424
11954,71.466627
11957.00098,71.0737049
11961,71.0735626
11964.00098,71.0735626
11967,78.2466162
11971.00098,77.7130655
11974,77.3093391
11978.00098,76.7651834
11981,76.3596284
11985.00098,75.8125497
11988,75.3913382
11992.00098,74.8110072
11995,74.3719478
11999.00098,73.7815591
12003,73.2133028
12006.00098,72.7823479
12010,72.2012345
12014,71.6147667
12018.00098,71.0404181
12021,70.6322754
12025.00098,70.1254795
12029,69.6553735
12033,69.2138381
12037.00098,68.8067454
12041,68.4399291
12044.00098,68.1991059
12048,67.9211085
12052,67.6810668
12056.00098,67.4853516
12060,67.3504257
12064,67.3504257
12068.00098,67.3504257
12072.00098,67.4019623
12076,67.4077682
12080,67.8305756
12084.00098,67.6197384
12089.00098,67.2183406
12093,66.8129182
12097,66.3463212
12101.00098,65.8132839
12105.00098,65.2198414
12109,64.5794079
12114,63.7356359
12118,63.0267347
12122.00098,62.2899046
12126,61.5319707
12131.00098,60.5621494
12135,59.7723013
12139,58.9682704
12143.00098,58.1509728
12148.00098,57.1129317
12152,56.2692808
12156,55.4124031
12160,54.5396993
12164.00098,53.6523383
12168,52.7504853
12172,51.8327186
